has_adhd,has_dyslexia,has_autism,has_anxiety,attention_span,sleep_hours,daily_study_hrs,learning_style,peak_focus_time,study_env,user_category,struggle,current_level,prior_attempt,content_type,memory_load,difficulty,has_deadline,days_to_exam,pomodoro_short,pomodoro_standard,feynman,spaced_repetition,active_recall,mind_mapping,past_papers,time_blocking,interleaving,elaborative_interrogation,audio_notes,colour_coding,chunking,worked_examples,dual_coding,shadowing,comprehensible_input,spaced_rep_vocab,output_practice,grammar_in_context,immersion_sessions,timed_practice,topic_prioritisation,exam_technique,revision_sprints,consistency_system
0,0,0,0,10_20,7.8,1.6,kinesthetic,morning,library,uni_student,understanding,not_applicable,not_applicable,theory,high,1,1,180,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,5.8,2.9,auditory,afternoon,cafe,uni_student,remembering,not_applicable,not_applicable,calculation,low,3,1,180,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45_plus,5.1,7.9,auditory,morning,noisy_home,language_learner,language_anxiety,advanced,not_applicable,mixed,high,2,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1,0,0,20_45,8.5,6.0,auditory,evening,quiet_home,language_learner,cant_produce,basic,not_applicable,mixed,medium,4,1,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,45_plus,7.8,7.3,read_write,evening,quiet_home,uni_student,understanding,not_applicable,not_applicable,theory,low,3,1,30,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,under_10,5.2,4.0,read_write,morning,library,language_learner,no_practice_time,near_fluent,not_applicable,mixed,medium,2,1,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,10_20,7.2,0.6,visual,evening,quiet_home,self_study,understanding,not_applicable,not_applicable,practical,medium,1,1,90,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10_20,4.2,4.0,visual,morning,quiet_home,self_study,staying_focused,not_applicable,not_applicable,theory,medium,5,1,30,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,6.7,7.9,read_write,morning,cafe,cert_candidate,all_of_the_above,not_applicable,first_time,practical,medium,2,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,0,1,10_20,4.1,7.0,read_write,late_night,cafe,uni_student,understanding,not_applicable,not_applicable,practical,low,5,1,90,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,20_45,4.2,6.7,auditory,afternoon,quiet_home,uni_student,understanding,not_applicable,not_applicable,theory,high,1,1,90,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,5.8,6.4,auditory,afternoon,library,uni_student,remembering,not_applicable,not_applicable,mixed,high,1,1,7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,45_plus,8.9,7.2,visual,afternoon,noisy_home,language_learner,no_practice_time,basic,not_applicable,mixed,medium,4,0,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,45_plus,8.6,2.8,visual,late_night,varies,cert_candidate,staying_consistent,not_applicable,recertifying,theory,high,3,1,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,10_20,4.4,0.7,auditory,afternoon,varies,self_study,dont_know_how_to_study,not_applicable,not_applicable,theory,low,2,1,14,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,20_45,5.0,2.3,auditory,late_night,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,theory,medium,5,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,45_plus,8.7,2.7,kinesthetic,late_night,library,uni_student,understanding,not_applicable,not_applicable,practical,medium,1,0,999,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,20_45,7.5,1.0,kinesthetic,evening,quiet_home,self_study,dont_know_how_to_study,not_applicable,not_applicable,practical,high,2,1,180,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45_plus,7.1,1.7,kinesthetic,morning,library,self_study,understanding,not_applicable,not_applicable,mixed,medium,2,1,60,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,7.6,2.4,read_write,evening,cafe,cert_candidate,all_of_the_above,not_applicable,first_time,mixed,high,1,0,999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,45_plus,6.0,5.8,read_write,evening,cafe,uni_student,remembering,not_applicable,not_applicable,calculation,medium,5,1,60,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,45_plus,7.6,5.9,auditory,afternoon,cafe,cert_candidate,staying_consistent,not_applicable,retaking,mixed,high,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,10_20,8.6,2.9,read_write,late_night,cafe,uni_student,motivation,not_applicable,not_applicable,mixed,medium,2,1,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,under_10,4.7,7.4,auditory,morning,quiet_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,calculation,high,4,1,90,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,6.3,3.0,auditory,late_night,quiet_home,uni_student,motivation,not_applicable,not_applicable,mixed,low,3,1,14,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,20_45,8.7,0.7,kinesthetic,morning,library,uni_student,understanding,not_applicable,not_applicable,theory,low,3,1,90,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,4.7,5.3,read_write,morning,library,cert_candidate,staying_consistent,not_applicable,first_time,theory,medium,3,1,60,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,under_10,5.3,2.6,kinesthetic,late_night,noisy_home,uni_student,staying_focused,not_applicable,not_applicable,mixed,high,5,1,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,under_10,8.8,3.5,kinesthetic,morning,varies,self_study,remembering,not_applicable,not_applicable,mixed,medium,1,1,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,20_45,4.0,4.7,kinesthetic,afternoon,cafe,uni_student,dont_know_how_to_study,not_applicable,not_applicable,mixed,high,5,1,30,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,20_45,7.9,0.8,kinesthetic,afternoon,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,theory,high,3,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,45_plus,5.2,4.3,auditory,afternoon,cafe,uni_student,managing_time,not_applicable,not_applicable,calculation,medium,2,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,under_10,4.1,7.9,read_write,late_night,quiet_home,self_study,dont_know_how_to_study,not_applicable,not_applicable,mixed,low,2,1,90,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,7.7,1.1,auditory,morning,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,mixed,medium,4,1,30,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,under_10,8.6,4.3,auditory,afternoon,quiet_home,uni_student,understanding,not_applicable,not_applicable,theory,high,3,1,90,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,10_20,5.2,7.1,kinesthetic,afternoon,library,language_learner,cant_produce,conversational,not_applicable,practical,high,5,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,under_10,8.6,2.8,visual,morning,library,uni_student,remembering,not_applicable,not_applicable,calculation,high,1,1,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,45_plus,7.8,1.7,read_write,afternoon,cafe,uni_student,managing_time,not_applicable,not_applicable,theory,high,3,0,999,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,6.6,6.6,read_write,morning,quiet_home,cert_candidate,all_of_the_above,not_applicable,first_time,practical,high,5,0,999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,20_45,5.8,5.4,kinesthetic,morning,cafe,cert_candidate,staying_consistent,not_applicable,first_time,mixed,medium,3,1,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,1,under_10,8.8,4.7,visual,late_night,library,language_learner,vocab_doesnt_stick,advanced,not_applicable,practical,high,5,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,0,0,under_10,6.3,1.1,visual,late_night,library,uni_student,understanding,not_applicable,not_applicable,calculation,low,4,1,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,45_plus,8.2,7.7,visual,evening,noisy_home,uni_student,staying_focused,not_applicable,not_applicable,calculation,medium,5,1,60,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,10_20,8.5,1.1,visual,late_night,quiet_home,uni_student,understanding,not_applicable,not_applicable,calculation,low,4,1,30,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,under_10,5.4,7.8,visual,evening,cafe,uni_student,staying_focused,not_applicable,not_applicable,mixed,medium,4,1,90,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,5.0,0.5,read_write,late_night,noisy_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,calculation,low,3,1,180,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,6.0,0.8,read_write,morning,quiet_home,self_study,staying_focused,not_applicable,not_applicable,theory,medium,1,1,60,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,7.8,4.1,kinesthetic,afternoon,noisy_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,low,3,1,14,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,45_plus,7.2,3.8,auditory,afternoon,library,uni_student,remembering,not_applicable,not_applicable,theory,medium,5,1,14,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,under_10,7.8,6.0,kinesthetic,afternoon,cafe,language_learner,language_anxiety,near_fluent,not_applicable,theory,high,4,1,60,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,1,under_10,6.9,6.6,visual,morning,quiet_home,cert_candidate,exam_technique,not_applicable,first_time,theory,high,5,1,180,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,20_45,4.6,5.5,auditory,afternoon,varies,language_learner,language_anxiety,beginner,not_applicable,practical,high,4,1,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,0,0,0,20_45,5.2,6.0,auditory,morning,cafe,cert_candidate,exam_technique,not_applicable,retaking,practical,high,1,1,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1,0,0,0,under_10,4.1,2.1,visual,late_night,varies,uni_student,managing_time,not_applicable,not_applicable,theory,medium,2,1,180,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,7.9,4.4,read_write,afternoon,varies,uni_student,motivation,not_applicable,not_applicable,calculation,low,2,1,90,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,6.6,1.6,auditory,evening,library,uni_student,staying_focused,not_applicable,not_applicable,calculation,low,5,1,14,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,under_10,6.0,7.5,visual,evening,noisy_home,uni_student,motivation,not_applicable,not_applicable,mixed,low,4,1,180,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,5.5,7.9,auditory,afternoon,cafe,uni_student,staying_focused,not_applicable,not_applicable,calculation,medium,5,0,999,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10_20,8.8,1.7,visual,late_night,cafe,uni_student,dont_know_how_to_study,not_applicable,not_applicable,mixed,low,4,1,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,10_20,8.7,7.2,read_write,afternoon,cafe,uni_student,managing_time,not_applicable,not_applicable,theory,medium,3,1,180,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,6.0,3.1,visual,morning,varies,cert_candidate,all_of_the_above,not_applicable,retaking,mixed,medium,1,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,0,1,under_10,8.3,3.3,read_write,evening,quiet_home,language_learner,cant_produce,beginner,not_applicable,practical,medium,4,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1,1,0,0,under_10,5.5,0.6,auditory,morning,cafe,self_study,understanding,not_applicable,not_applicable,mixed,medium,3,1,7,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,5.1,1.8,auditory,afternoon,noisy_home,uni_student,remembering,not_applicable,not_applicable,mixed,medium,2,1,180,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,4.3,1.1,visual,morning,varies,cert_candidate,covering_all_content,not_applicable,recertifying,theory,high,5,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,10_20,4.0,2.0,visual,morning,cafe,uni_student,dont_know_how_to_study,not_applicable,not_applicable,mixed,low,3,1,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,20_45,7.9,7.3,read_write,late_night,quiet_home,language_learner,vocab_doesnt_stick,advanced,not_applicable,mixed,high,2,0,999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,20_45,5.7,1.6,auditory,late_night,varies,language_learner,grammar_confusion,conversational,not_applicable,theory,medium,2,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,45_plus,5.1,4.0,auditory,evening,library,self_study,remembering,not_applicable,not_applicable,practical,medium,3,1,90,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,10_20,4.8,0.6,visual,morning,noisy_home,uni_student,remembering,not_applicable,not_applicable,theory,medium,3,0,999,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,5.6,7.3,visual,evening,quiet_home,uni_student,remembering,not_applicable,not_applicable,practical,high,3,1,60,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,under_10,6.4,6.8,visual,late_night,library,language_learner,vocab_doesnt_stick,near_fluent,not_applicable,theory,medium,2,0,999,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,20_45,5.9,1.6,visual,evening,cafe,uni_student,remembering,not_applicable,not_applicable,theory,high,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,under_10,4.3,6.5,kinesthetic,morning,noisy_home,uni_student,understanding,not_applicable,not_applicable,practical,medium,2,1,14,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,8.1,3.6,auditory,afternoon,varies,self_study,dont_know_how_to_study,not_applicable,not_applicable,mixed,medium,1,1,90,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,6.0,1.8,visual,evening,cafe,uni_student,remembering,not_applicable,not_applicable,calculation,high,2,1,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,45_plus,4.5,6.5,kinesthetic,afternoon,quiet_home,uni_student,staying_focused,not_applicable,not_applicable,practical,low,1,1,30,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,under_10,5.0,2.8,read_write,afternoon,varies,uni_student,staying_focused,not_applicable,not_applicable,mixed,low,5,1,7,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,4.2,3.5,auditory,evening,noisy_home,uni_student,remembering,not_applicable,not_applicable,mixed,medium,5,1,60,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,45_plus,4.4,3.0,kinesthetic,evening,library,cert_candidate,all_of_the_above,not_applicable,retaking,practical,high,4,1,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1,0,0,1,10_20,4.6,0.9,kinesthetic,afternoon,varies,uni_student,remembering,not_applicable,not_applicable,mixed,low,2,1,30,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,6.0,4.7,read_write,late_night,varies,uni_student,remembering,not_applicable,not_applicable,calculation,medium,4,1,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,20_45,8.0,5.2,visual,late_night,quiet_home,self_study,staying_focused,not_applicable,not_applicable,mixed,medium,2,1,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,10_20,7.9,6.3,kinesthetic,late_night,noisy_home,self_study,remembering,not_applicable,not_applicable,mixed,high,3,0,999,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,under_10,4.6,3.1,auditory,morning,quiet_home,uni_student,motivation,not_applicable,not_applicable,practical,low,1,1,90,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,under_10,7.6,6.8,kinesthetic,late_night,library,uni_student,staying_focused,not_applicable,not_applicable,mixed,high,3,1,30,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,6.5,7.9,read_write,afternoon,varies,uni_student,managing_time,not_applicable,not_applicable,mixed,low,3,1,90,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,4.4,3.6,read_write,evening,varies,uni_student,staying_focused,not_applicable,not_applicable,calculation,medium,3,1,30,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,under_10,4.2,6.5,visual,evening,cafe,self_study,motivation,not_applicable,not_applicable,mixed,medium,4,1,180,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,under_10,4.5,4.5,auditory,late_night,library,self_study,understanding,not_applicable,not_applicable,practical,medium,4,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,10_20,6.3,3.8,kinesthetic,late_night,varies,uni_student,managing_time,not_applicable,not_applicable,practical,high,4,1,180,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,20_45,8.6,4.6,visual,morning,cafe,cert_candidate,all_of_the_above,not_applicable,first_time,mixed,high,3,1,180,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,10_20,4.8,7.6,auditory,morning,library,cert_candidate,staying_consistent,not_applicable,first_time,mixed,medium,4,1,180,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,10_20,7.3,1.7,read_write,evening,noisy_home,uni_student,motivation,not_applicable,not_applicable,theory,medium,3,1,90,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,under_10,5.2,8.0,kinesthetic,morning,library,language_learner,cant_produce,beginner,not_applicable,practical,medium,1,1,14,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,20_45,8.7,2.2,read_write,evening,quiet_home,self_study,remembering,not_applicable,not_applicable,mixed,medium,5,1,14,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,under_10,5.2,5.6,read_write,evening,cafe,uni_student,staying_focused,not_applicable,not_applicable,calculation,medium,3,1,180,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20_45,4.7,1.3,read_write,evening,cafe,uni_student,understanding,not_applicable,not_applicable,mixed,high,5,1,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1,0,0,0,10_20,7.6,2.7,read_write,afternoon,quiet_home,language_learner,language_anxiety,conversational,not_applicable,practical,high,4,1,90,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,under_10,8.4,4.3,auditory,late_night,cafe,uni_student,understanding,not_applicable,not_applicable,calculation,medium,4,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,under_10,5.0,5.6,kinesthetic,afternoon,noisy_home,self_study,understanding,not_applicable,not_applicable,theory,medium,1,1,90,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,20_45,7.8,1.3,kinesthetic,evening,cafe,cert_candidate,all_of_the_above,not_applicable,first_time,theory,medium,4,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,1,20_45,4.1,3.8,auditory,evening,quiet_home,uni_student,remembering,not_applicable,not_applicable,practical,low,1,1,180,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,6.2,7.7,auditory,afternoon,quiet_home,language_learner,cant_produce,beginner,not_applicable,theory,high,4,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,10_20,7.6,7.0,visual,afternoon,quiet_home,uni_student,motivation,not_applicable,not_applicable,mixed,medium,2,1,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,10_20,8.6,5.9,read_write,afternoon,cafe,uni_student,understanding,not_applicable,not_applicable,calculation,high,2,1,30,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,under_10,6.4,1.9,auditory,late_night,varies,uni_student,remembering,not_applicable,not_applicable,practical,medium,1,1,180,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10_20,5.4,5.4,read_write,evening,quiet_home,language_learner,vocab_doesnt_stick,conversational,not_applicable,theory,high,1,1,180,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,under_10,8.0,2.6,auditory,late_night,cafe,uni_student,motivation,not_applicable,not_applicable,practical,medium,2,1,180,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,10_20,4.9,6.7,auditory,late_night,cafe,language_learner,language_anxiety,beginner,not_applicable,theory,medium,5,1,90,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,10_20,6.8,7.9,auditory,morning,library,uni_student,dont_know_how_to_study,not_applicable,not_applicable,mixed,medium,2,1,180,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,45_plus,7.0,3.8,visual,evening,quiet_home,language_learner,vocab_doesnt_stick,conversational,not_applicable,practical,high,1,1,30,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,45_plus,7.6,7.5,read_write,morning,library,self_study,staying_focused,not_applicable,not_applicable,theory,medium,2,1,180,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,10_20,6.8,2.4,auditory,morning,noisy_home,uni_student,dont_know_how_to_study,not_applicable,not_applicable,practical,low,4,1,14,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
